Rk,Year,Conference,Schs,W,L,T,Pct,W,L,T,Pct,SRS,SOS,AP,Champion,Notes
21,1992,Big East,8,47,41,4,0.533,1,2,0,0.333,2.09,1.02,3,Miami (FL),
22,1991,Big East,8,51,39,0,0.567,2,0,0,1,5.42,3.03,2,Miami (FL),
1,2012,WAC,7,45,41,0,0.523,2,0,0,1,-3.85,-4.15,2,Utah State,
2,2011,WAC,8,43,59,0,0.422,0,3,0,0,-5.63,-3.73,0,Louisiana Tech,
3,2010,WAC,9,61,55,0,0.526,2,2,0,0.5,-0.81,-1.14,2,Boise State Hawaii Nevada,
4,2009,WAC,9,57,58,0,0.496,2,2,0,0.5,-4.26,-3.24,1,Boise State,
5,2008,WAC,9,55,59,0,0.482,1,4,0,0.2,-4.93,-3.63,1,Boise State,
6,2007,WAC,9,54,59,0,0.478,1,3,0,0.25,-5.27,-4,1,Hawaii,
7,2006,WAC,9,57,57,0,0.5,3,1,0,0.75,-3,-2.42,1,Boise State,
8,2005,WAC,9,46,60,0,0.434,1,2,0,0.333,-9.23,-6.15,0,Boise State Nevada,
9,2004,WAC,10,59,59,0,0.5,2,2,0,0.5,-2.24,-1.73,2,Boise State,
10,2003,WAC,10,60,67,0,0.472,3,1,0,0.75,-6.09,-4.19,1,Boise State,
11,2002,WAC,10,56,69,0,0.448,2,1,0,0.667,-7.21,-4.6,1,Boise State,
12,2001,WAC,10,56,62,0,0.475,0,2,0,0,-5.56,-3.76,0,Louisiana Tech,
13,2000,WAC,9,48,59,0,0.449,0,3,0,0,-5.08,-3.1,1,Texas Christian UTEP,
14,1999,WAC,8,44,48,0,0.478,2,1,0,0.667,-4.85,-3.42,0,Fresno State Hawaii Texas Christian,
15,1998,WAC,16,87,101,0,0.463,2,2,0,0.5,-2.98,-1.73,1,Air Force,record adjusted to 83-95-0 by NCAA
16,1997,WAC,16,90,97,0,0.481,1,2,0,0.333,-4.03,-2.89,1,Colorado State,record adjusted to 92-95-0 by NCAA
17,1996,WAC,16,91,95,0,0.489,1,1,0,0.5,-3.66,-2.43,2,BYU,
18,1995,WAC,10,59,58,0,0.504,0,2,0,0,-2.72,-2.79,0,Air Force BYU Colorado State Utah,
19,1994,WAC,10,64,53,3,0.546,2,1,0,0.667,1.76,0.2,3,Colorado State,
20,1993,WAC,10,57,62,0,0.479,0,4,0,0,-2.28,-2.17,0,BYU Fresno State Wyoming,
21,1992,WAC,10,60,59,1,0.504,2,3,0,0.4,-0.21,-0.48,2,BYU Fresno State Hawaii,
22,1991,WAC,9,51,52,6,0.495,1,1,1,0.5,-2.82,-2.06,2,BYU,
23,1990,WAC,9,57,51,0,0.528,2,2,0,0.5,-0.87,-1.18,1,BYU,
24,1989,WAC,9,51,54,4,0.486,0,3,0,0,-0.58,-0.58,1,BYU,
25,1988,WAC,9,56,52,0,0.519,1,2,0,0.333,-1.05,-1.18,0,Wyoming,
26,1987,WAC,9,51,58,0,0.468,0,3,0,0,-3.51,-2.71,0,Wyoming,
27,1986,WAC,9,51,55,0,0.481,0,2,0,0,-1.19,-0.49,0,San Diego State,
28,1985,WAC,9,52,53,3,0.495,1,1,0,0.5,-0.25,0.13,2,Air Force BYU,
29,1984,WAC,9,53,51,2,0.509,2,0,0,1,-0.13,-0.56,1,BYU,record adjusted to 54-50-2 by NCAA
30,1983,WAC,9,53,51,2,0.509,2,0,0,1,-1.72,-2.21,2,BYU,
31,1982,WAC,9,55,50,0,0.524,1,1,0,0.5,0.59,-0.14,0,BYU,
32,1981,WAC,9,51,50,2,0.505,1,0,0,1,-0.18,-0.65,1,BYU,
33,1980,WAC,9,48,53,3,0.476,1,0,0,1,-2.13,-0.46,1,BYU,
34,1979,WAC,8,47,45,1,0.511,0,1,0,0,-0.3,-0.61,1,BYU,
35,1978,WAC,7,39,43,0,0.476,0,1,0,0,-1.49,-1.32,0,BYU,
36,1977,WAC,8,45,45,2,0.5,0,1,0,0,1.66,1.95,2,Arizona State BYU,
37,1976,WAC,8,40,51,0,0.44,0,2,0,0,-4.02,-2.35,0,BYU Wyoming,
38,1975,WAC,8,43,46,0,0.483,1,0,0,1,0.46,0.91,2,Arizona State,
39,1974,WAC,8,38,49,3,0.439,0,1,0,0,-4.31,-2.28,0,BYU,
40,1973,WAC,8,44,46,0,0.489,1,0,0,1,0.29,0.41,1,Arizona Arizona State,
41,1972,WAC,8,37,51,0,0.42,1,0,0,1,-7.86,-3.92,1,Arizona State,
42,1971,WAC,8,43,44,2,0.494,1,0,0,1,0.44,0.81,1,Arizona State,
43,1970,WAC,8,42,41,0,0.506,1,0,0,1,0.84,1.23,1,Arizona State,
44,1969,WAC,8,43,37,0,0.538,0,0,0,,2.44,1.69,0,Arizona State,
45,1968,WAC,8,34,46,1,0.426,0,1,0,0,-5.68,-3.52,0,Wyoming,
46,1967,WAC,6,32,29,1,0.524,0,1,0,0,1.84,1.47,1,Wyoming,
47,1966,WAC,6,33,28,0,0.541,1,0,0,1,1.54,0.78,0,Wyoming,
48,1965,WAC,6,27,33,0,0.45,0,0,0,,-3.86,-2.43,0,BYU,
49,1964,WAC,6,41,17,4,0.694,1,0,0,1,6.2,-0.33,0,Arizona New Mexico Utah,
50,1963,WAC,6,31,28,0,0.525,0,0,0,,-3.56,-4.47,0,New Mexico,
51,1962,WAC,6,32,25,3,0.558,0,0,0,,-1.57,-4.41,0,New Mexico,
1,2000,Big West,6,27,40,0,0.403,1,0,0,1,-7.92,-4.8,0,Boise State,
2,1999,Big West,7,36,43,0,0.456,1,0,0,1,-8.34,-5.69,0,Boise State,
3,1998,Big West,6,30,37,0,0.448,1,0,0,1,-8.88,-6.16,0,Idaho,
4,1997,Big West,6,26,41,0,0.388,0,1,0,0,-10.8,-7.92,0,Nevada Utah State,
5,1996,Big West,6,29,39,0,0.426,1,0,0,1,-11.54,-8.8,0,Nevada Utah State,
6,1995,Big West,10,45,66,0,0.405,0,1,0,0,-12.72,-8.34,0,Nevada,
7,1994,Big West,10,45,66,0,0.405,1,0,0,1,-11.87,-7.52,0,Louisiana Nevada Nevada-Las Vegas,
8,1993,Big West,10,43,67,1,0.392,1,0,0,1,-10.89,-6.84,0,Louisiana Utah State,record adjusted to 44-66-1 by NCAA
9,1992,Big West,7,36,42,0,0.462,0,1,0,0,-9.36,-6.62,0,Nevada,
10,1991,Big West,8,36,53,1,0.406,0,1,0,0,-11.79,-7.66,0,Fresno State San Jose State,
11,1990,Big West,8,38,49,3,0.439,1,0,0,1,-10.56,-7.77,0,San Jose State,
12,1989,Big West,8,37,53,1,0.412,1,0,0,1,-10.59,-6.5,0,Fresno State,
13,1988,Big West,8,33,58,0,0.363,1,0,0,1,-14.01,-8.8,0,Fresno State,
14,1987,Big West,8,42,48,0,0.467,0,1,0,0,-8.16,-6.37,0,San Jose State,
15,1986,Big West,8,42,48,0,0.467,1,0,0,1,-6.54,-5.81,0,San Jose State,
16,1985,Big West,8,39,49,3,0.445,1,0,0,1,-11.02,-8.38,0,Fresno State,
17,1984,Big West,8,45,47,0,0.489,1,0,0,1,-5.83,-4.8,0,Cal State Fullerton,record adjusted to 41-51-0 by NCAA
18,1983,Big West,7,41,39,0,0.513,0,1,0,0,-5.52,-5.47,0,Cal State Fullerton,record adjusted to 34-46-0 by NCAA
19,1982,Big West,7,38,41,0,0.481,1,0,0,1,-7.54,-5.94,0,Fresno State,
20,1981,Big West,6,29,36,1,0.447,0,1,0,0,-5.72,-3.21,0,San Jose State,
21,1980,Big West,6,34,33,0,0.507,0,0,0,,-5.04,-3.77,0,Long Beach State,
22,1979,Big West,6,30,33,2,0.477,0,0,0,,-6.66,-5.3,0,Utah State,record adjusted to 31-32-2 by NCAA
23,1978,Big West,6,31,38,0,0.449,0,0,0,,-9.54,-7.59,0,San Jose State Utah State,
24,1977,Big West,5,27,27,0,0.5,0,0,0,,-1.87,-3.55,0,Fresno State,
25,1976,Big West,5,25,29,1,0.464,0,0,0,,-8.2,-9.2,0,San Jose State,
26,1975,Big West,6,36,30,1,0.545,0,0,0,,-2.67,-4.28,0,San Jose State,
27,1974,Big West,5,33,22,2,0.596,0,0,0,,-2.73,-7.01,0,San Diego State,
28,1973,Big West,5,24,25,5,0.491,0,0,0,,-4.14,-6.21,0,San Diego State,
29,1972,Big West,5,33,21,1,0.609,0,0,0,,-2.47,-5.12,0,San Diego State,
30,1971,Big West,7,33,44,1,0.429,0,1,0,0,-6.2,-4.06,0,Long Beach State,
31,1970,Big West,7,36,41,1,0.468,0,0,1,0.5,-10.13,-8.56,0,Long Beach State San Diego State,
32,1969,Big West,7,40,31,0,0.563,1,0,0,1,-5.23,-6.11,0,San Diego State,
1,1995,Big 8,8,57,35,1,0.618,4,0,0,1,7.07,2.84,4,Nebraska,
2,1994,Big 8,8,51,40,3,0.559,2,2,0,0.5,3.8,2.1,3,Nebraska,
3,1993,Big 8,8,51,39,3,0.565,3,1,0,0.75,7.86,5.18,4,Nebraska,
4,1992,Big 8,8,47,40,4,0.538,1,2,0,0.333,4.04,1.55,3,Nebraska,
5,1991,Big 8,8,45,41,5,0.522,1,2,0,0.333,4.44,3.47,3,Colorado Nebraska,
6,1990,Big 8,8,48,40,3,0.544,1,1,0,0.5,6.26,4.5,3,Colorado,
7,1989,Big 8,8,45,45,0,0.5,0,2,0,0,1,0.76,2,Colorado,
8,1988,Big 8,8,47,45,1,0.511,1,3,0,0.25,1.17,1.32,3,Nebraska,
9,1987,Big 8,8,47,42,2,0.527,1,2,0,0.333,2.66,2.08,3,Oklahoma,
10,1986,Big 8,8,47,44,0,0.516,2,1,0,0.667,2.16,1.39,2,Oklahoma,
11,1985,Big 8,8,48,45,0,0.516,1,3,0,0.25,3.06,2.13,2,Oklahoma,
12,1984,Big 8,8,43,43,5,0.5,2,1,0,0.667,2.98,2.86,3,Nebraska Oklahoma,
13,1983,Big 8,8,50,42,1,0.543,1,2,0,0.333,4.88,3.48,1,Nebraska,
14,1982,Big 8,8,43,40,9,0.516,1,2,0,0.333,4.39,3.47,2,Nebraska,
15,1981,Big 8,8,49,42,2,0.538,2,3,0,0.4,7.02,6.1,3,Nebraska,
16,1980,Big 8,8,45,43,3,0.511,2,1,0,0.667,9.12,7.87,2,Oklahoma,
17,1979,Big 8,8,47,44,0,0.516,2,1,0,0.667,6.41,5.76,2,Oklahoma,
18,1978,Big 8,8,50,42,0,0.543,2,2,0,0.5,9.46,8.44,3,Nebraska Oklahoma,
19,1977,Big 8,8,46,43,2,0.516,1,2,0,0.333,8.7,7.88,2,Oklahoma,record adjusted to 48-41-2 by NCAA
20,1976,Big 8,8,56,35,2,0.613,3,1,0,0.75,13.67,9.72,5,Colorado Oklahoma Oklahoma State,
21,1975,Big 8,8,57,35,0,0.62,1,3,0,0.25,13.09,9.81,3,Nebraska Oklahoma,
22,1974,Big 8,8,51,39,0,0.567,2,0,0,1,11.04,8.63,2,Oklahoma,
23,1973,Big 8,8,53,33,5,0.61,2,1,0,0.667,17.06,12.64,4,Oklahoma,
24,1972,Big 8,8,52,39,2,0.57,2,3,0,0.4,11.62,8.7,3,Nebraska,
25,1971,Big 8,8,56,36,1,0.608,3,1,0,0.75,13.37,10.04,3,Nebraska,
26,1970,Big 8,8,49,39,2,0.556,1,1,1,0.5,13.38,11.51,2,Nebraska,
27,1969,Big 8,8,46,37,0,0.554,2,1,0,0.667,13.14,10.9,3,Missouri Nebraska,
28,1968,Big 8,8,44,39,0,0.53,1,2,0,0.333,9.9,8.87,3,Kansas Oklahoma,
29,1967,Big 8,8,44,37,1,0.543,2,0,0,1,4.12,3.37,1,Oklahoma,
30,1966,Big 8,8,36,39,6,0.481,0,1,0,0,1.05,2.03,1,Nebraska,
31,1965,Big 8,8,37,41,4,0.476,1,1,0,0.5,1.49,2.05,2,Nebraska,
32,1964,Big 8,8,37,42,3,0.47,0,2,0,0,4.65,5.4,1,Nebraska,
33,1963,Big 8,8,39,39,0,0.5,1,0,0,1,4.38,5.28,2,Nebraska,
34,1962,Big 8,8,42,38,3,0.524,2,1,0,0.667,3.56,3.66,1,Oklahoma,
35,1961,Big 8,8,42,37,3,0.53,1,1,0,0.5,5.24,4.27,2,Colorado,
36,1960,Big 8,8,41,38,2,0.519,1,0,0,1,8.16,7.83,2,Missouri,
37,1959,Big 8,7,36,35,0,0.507,0,1,0,0,5.37,4.95,2,Oklahoma,
38,1958,Big 8,7,35,34,2,0.507,1,0,0,1,2.6,2.66,1,Oklahoma,
39,1957,Big 8,7,34,32,5,0.514,1,0,0,1,1.95,1.98,1,Oklahoma,
40,1956,Big 8,7,34,34,3,0.5,1,0,0,1,2.21,1.52,2,Oklahoma,
41,1955,Big 8,7,31,37,2,0.457,1,0,0,1,1,2.74,1,Oklahoma,
42,1954,Big 8,7,37,31,2,0.543,0,1,0,0,3.15,2.24,1,Oklahoma,
43,1953,Big 8,7,34,33,3,0.507,1,0,0,1,5.51,5.45,1,Oklahoma,
44,1952,Big 8,7,35,30,4,0.536,0,0,0,,7.05,5,1,Oklahoma,
45,1951,Big 8,7,31,34,3,0.478,0,0,0,,0.4,1.33,1,Oklahoma,record adjusted to 32-35-1 by NCAA
46,1950,Big 8,7,35,31,5,0.528,0,1,0,0,4.67,3.43,2,Oklahoma,
47,1949,Big 8,7,37,32,1,0.536,1,1,0,0.5,4.67,3.3,2,Oklahoma,
48,1948,Big 8,7,35,36,0,0.493,1,1,0,0.5,0.98,1.53,1,Oklahoma,
49,1947,Big 8,6,26,30,3,0.466,0,1,0,0,0.19,1.44,2,Kansas Oklahoma,
50,1946,Big 8,6,25,30,3,0.457,1,0,0,1,-4.27,-1.12,1,Kansas Oklahoma,
51,1945,Big 8,6,24,29,2,0.455,0,1,0,0,-4.33,-1.71,0,Missouri,
52,1944,Big 8,6,22,26,7,0.464,0,0,0,,0.43,2.26,0,Oklahoma,
53,1943,Big 8,6,21,29,1,0.422,0,0,0,,-7.26,-4.15,0,Oklahoma,
54,1942,Big 8,6,22,37,3,0.379,0,0,0,,-5.39,-1.01,0,Missouri,
55,1941,Big 8,6,25,27,3,0.482,0,1,0,0,2.97,3.34,1,Missouri,
56,1940,Big 8,6,28,27,0,0.509,0,1,0,0,2.3,2.02,1,Nebraska,
57,1939,Big 8,6,29,23,2,0.556,0,1,0,0,5.74,3.86,3,Missouri,
58,1938,Big 8,6,33,20,3,0.616,0,1,0,0,6.15,3.45,1,Oklahoma,
59,1937,Big 8,6,24,24,7,0.5,0,0,0,,-1.34,-1.18,1,Nebraska,
60,1936,Big 8,6,24,19,9,0.548,0,0,0,,4.5,3.02,1,Nebraska,
61,1935,Big 8,6,23,20,11,0.528,0,0,0,,4.42,2.98,,Nebraska,
62,1934,Big 8,6,24,24,8,0.5,0,0,0,,2.1,1.75,,Kansas State,
63,1933,Big 8,6,27,24,4,0.527,0,0,0,,4.33,3.22,,Nebraska,
64,1932,Big 8,6,24,23,4,0.51,0,0,0,,3.03,2.41,,Nebraska,
65,1931,Big 8,6,32,27,1,0.542,0,0,0,,-0.85,-2.39,,Nebraska,
66,1930,Big 8,6,21,25,5,0.461,0,0,0,,0.47,-0.17,,Kansas,
67,1929,Big 8,6,20,22,6,0.479,0,0,0,,1.99,2.32,,Nebraska,
68,1928,Big 8,6,23,22,4,0.51,0,0,0,,-0.87,-1.83,,Nebraska,
69,1927,Big 8,10,38,38,7,0.5,0,0,0,,0.09,1.06,,Missouri,
70,1926,Big 8,10,39,35,6,0.525,0,0,0,,0.68,0.08,,Oklahoma State,
71,1925,Big 8,10,37,32,11,0.531,0,0,0,,2.87,2.22,,Missouri,
72,1924,Big 8,9,35,31,5,0.528,0,1,0,0,1.33,0.65,,Missouri,
73,1923,Big 8,9,32,28,11,0.528,0,0,0,,-1.7,-2.54,,Nebraska,
74,1922,Big 8,9,35,28,7,0.55,0,0,0,,1.97,-0.32,,Nebraska,
75,1921,Big 8,9,42,26,1,0.616,0,0,0,,6.31,1.68,,Nebraska,
76,1920,Big 8,8,36,22,7,0.608,0,0,0,,3.39,-1.4,,Oklahoma,
77,1919,Big 8,7,26,19,8,0.566,0,0,0,,-0.82,-3.34,,Missouri,
78,1918,Big 8,6,17,11,1,0.603,0,0,0,,3.45,0.67,,,
79,1917,Big 8,7,29,21,2,0.577,0,0,0,,1.22,-2.06,,Nebraska,
80,1916,Big 8,7,33,17,5,0.645,0,0,0,,2,-1.59,,Nebraska,
81,1915,Big 8,7,30,21,2,0.585,0,0,0,,-0.87,-4,,Nebraska,
82,1914,Big 8,7,29,19,5,0.594,0,0,0,,-0.72,-3.84,,Nebraska,
83,1913,Big 8,7,32,20,2,0.611,0,0,0,,0.89,-2.08,,Missouri Nebraska,
84,1912,Big 8,6,31,17,0,0.646,0,0,0,,4.66,-2.41,,Iowa State Nebraska,
85,1911,Big 8,6,26,12,10,0.646,0,0,0,,3.62,-3.22,,Iowa State Nebraska,
86,1910,Big 8,6,27,17,3,0.606,0,0,0,,-0.03,-2.67,,Nebraska,
87,1909,Big 8,6,32,12,4,0.708,0,0,0,,4.19,-1.21,,Missouri,
88,1908,Big 8,6,38,13,2,0.736,0,0,0,,3.92,-3.44,,Kansas,
89,1907,Big 8,4,21,12,0,0.636,0,0,0,,2.01,-4.05,,Nebraska,
1,1995,SWC,8,46,44,2,0.511,2,1,0,0.667,0.78,0.8,3,Texas,
2,1994,SWC,8,45,45,2,0.5,1,3,0,0.25,0.04,0.29,2,Baylor Rice Texas Texas Christian Texas Tech,record adjusted to 45-44-2 by NCAA
3,1993,SWC,8,39,47,4,0.456,0,2,0,0,-0.27,1.64,1,Texas A&M,record adjusted to 39-46-3 by NCAA
4,1992,SWC,8,47,43,1,0.522,1,1,0,0.5,-0.35,-0.32,1,Texas A&M,
5,1991,SWC,9,51,51,0,0.5,0,3,0,0,1.46,1.03,1,Texas A&M,
6,1990,SWC,9,53,47,2,0.529,1,1,0,0.5,3.06,2.21,3,Texas,
7,1989,SWC,9,54,47,1,0.534,1,2,0,0.333,5.86,4.6,4,Arkansas,
8,1988,SWC,8,45,46,0,0.495,0,2,0,0,0.8,0.65,2,Arkansas,
9,1987,SWC,8,49,41,2,0.543,2,1,0,0.667,2.61,1.59,1,Texas A&M,
10,1986,SWC,9,53,50,0,0.515,1,3,0,0.25,0.71,0.98,3,Texas A&M,
11,1985,SWC,9,57,46,0,0.553,3,1,0,0.75,3.84,2.88,3,Texas A&M,
12,1984,SWC,9,55,47,2,0.538,1,4,0,0.2,3.54,2.34,1,Houston SMU,
13,1983,SWC,9,48,49,5,0.495,0,3,0,0,-1.36,-0.82,2,Texas,
14,1982,SWC,9,50,48,4,0.51,2,1,0,0.667,2.07,2.04,3,SMU,
15,1981,SWC,9,54,44,5,0.549,2,2,0,0.5,7.54,5.87,2,SMU,
16,1980,SWC,9,54,50,0,0.519,2,3,0,0.4,8.23,7.53,2,Baylor,
17,1979,SWC,9,55,45,3,0.549,2,2,0,0.5,11.11,10.11,4,Arkansas Houston,
18,1978,SWC,9,53,48,2,0.524,2,1,1,0.625,11.34,10.69,4,Houston,
19,1977,SWC,9,55,48,0,0.534,1,3,0,0.25,8.23,7.93,2,Texas,
20,1976,SWC,9,53,46,3,0.534,2,1,0,0.667,7.45,7.42,3,Houston Texas Tech,
21,1975,SWC,8,46,43,2,0.516,2,1,0,0.667,8.84,8.24,3,Arkansas Texas Texas A&M,record adjusted to 47-42-2 by NCAA
22,1974,SWC,8,45,41,5,0.522,0,2,1,0.167,7.7,7.46,3,Baylor,
23,1973,SWC,8,45,42,2,0.517,1,1,0,0.5,7.12,7.06,2,Texas,
24,1972,SWC,8,49,39,1,0.556,1,1,0,0.5,10.71,8.69,1,Texas,
25,1971,SWC,8,39,46,3,0.46,0,2,0,0,1.05,2.99,2,Texas,
26,1970,SWC,8,45,42,1,0.517,0,2,0,0,9.79,8.82,2,Texas,
27,1969,SWC,8,38,44,0,0.463,1,1,0,0.5,5.21,6.03,2,Texas,
28,1968,SWC,8,41,38,4,0.518,3,0,0,1,8.86,8.35,3,Arkansas Texas,
29,1967,SWC,8,35,44,2,0.444,1,0,0,1,2.67,3.92,0,Texas A&M,
30,1966,SWC,8,40,41,1,0.494,1,1,0,0.5,8.32,7.81,1,SMU,
31,1965,SWC,8,44,38,1,0.536,0,3,0,0,8.73,8.07,1,Arkansas,
32,1964,SWC,8,42,39,2,0.518,2,1,0,0.667,7.39,7.11,2,Arkansas,
33,1963,SWC,8,45,36,2,0.554,2,1,0,0.667,11.61,9.79,1,Texas,
34,1962,SWC,8,36,43,3,0.457,0,2,0,0,4.54,5.77,2,Texas,
35,1961,SWC,8,44,36,4,0.548,2,2,0,0.5,8.99,7.77,3,Arkansas Texas,
