offense,offense_conference,defense,defense_conference,game_id,id,drive_number,scoring,start_period,start_yardline,start_yards_to_goal,start_time.minutes,start_time.seconds,end_period,end_yardline,end_yards_to_goal,end_time.minutes,end_time.seconds,elapsed.minutes,elapsed.seconds,plays,yards,drive_result
Northwestern,Big Ten,UMass,FBS Independents,401112250,40111225019,18,false,3,25,75,7,18,3,21,79,0,0,,,2,-4,FUMBLE
UMass,FBS Independents,Northwestern,Big Ten,401112250,40111225020,19,false,3,21,21,6,45,3,25,25,0,0,,,4,-4,DOWNS
Northwestern,Big Ten,UMass,FBS Independents,401112250,40111225021,20,false,3,25,75,4,56,3,34,66,0,0,,,3,9,PUNT
UMass,FBS Independents,Northwestern,Big Ten,401112250,40111225022,21,false,3,68,68,2,52,3,68,68,0,0,,,2,0,INT
Northwestern,Big Ten,UMass,FBS Independents,401112250,40111225023,22,true,3,88,12,2,27,3,87,13,1,1,1,26,4,-1,FG
UMass,FBS Independents,Northwestern,Big Ten,401112250,40111225024,23,false,3,79,79,0,54,3,54,54,0,0,,,7,25,DOWNS
Northwestern,Big Ten,UMass,FBS Independents,401112250,40111225025,24,true,4,54,46,13,54,4,100,0,13,42,,12,1,46,TD
UMass,FBS Independents,Northwestern,Big Ten,401112250,40111225026,25,false,4,77,77,13,34,4,85,85,0,0,,,3,-8,PUNT
Northwestern,Big Ten,UMass,FBS Independents,401112250,40111225027,26,true,4,44,56,12,10,4,100,0,9,6,3,4,6,56,TD
Northwestern,Big Ten,UMass,FBS Independents,401112250,40111225028,27,true,4,67,33,9,3,4,100,0,5,36,3,27,5,33,TD
UMass,FBS Independents,Northwestern,Big Ten,401112250,40111225029,28,false,4,59,59,5,32,4,56,56,0,0,,,3,3,PUNT
Northwestern,Big Ten,UMass,FBS Independents,401112250,40111225030,29,false,4,28,72,3,14,4,37,63,0,0,,,4,9,DOWNS
UMass,FBS Independents,Northwestern,Big Ten,401112250,40111225031,30,false,4,37,37,1,30,4,6,6,0,0,1,30,4,31,END OF GAME
Ohio State,Big Ten,Florida Atlantic,Conference USA,401112251,4011122511,1,true,1,30,70,15,0,1,100,0,13,7,1,53,4,70,TD
Florida Atlantic,Conference USA,Ohio State,Big Ten,401112251,4011122512,2,false,1,75,75,13,7,1,76,76,11,41,1,26,3,-1,PUNT
Ohio State,Big Ten,Florida Atlantic,Conference USA,401112251,4011122513,3,true,1,74,26,11,41,1,100,0,11,5,,36,2,26,TD
Florida Atlantic,Conference USA,Ohio State,Big Ten,401112251,4011122514,4,false,1,75,75,11,5,1,86,86,9,49,1,16,3,-11,PUNT
Ohio State,Big Ten,Florida Atlantic,Conference USA,401112251,4011122515,5,true,1,42,58,9,49,1,100,0,9,12,,37,3,58,TD
Florida Atlantic,Conference USA,Ohio State,Big Ten,401112251,4011122516,6,false,1,83,83,9,12,1,83,83,7,52,1,20,3,0,PUNT
Ohio State,Big Ten,Florida Atlantic,Conference USA,401112251,4011122517,7,true,1,54,46,7,52,1,100,0,6,50,1,2,4,46,TD
Florida Atlantic,Conference USA,Ohio State,Big Ten,401112251,4011122518,8,false,1,75,75,6,50,1,68,68,5,14,1,36,3,7,PUNT
Ohio State,Big Ten,Florida Atlantic,Conference USA,401112251,4011122519,9,false,1,26,74,5,14,1,46,54,2,30,2,44,6,20,PUNT
Florida Atlantic,Conference USA,Ohio State,Big Ten,401112251,40111225110,10,false,1,88,88,2,30,2,86,86,14,5,3,25,6,2,PUNT
Ohio State,Big Ten,Florida Atlantic,Conference USA,401112251,40111225111,11,false,2,32,68,14,5,2,30,70,12,16,1,49,3,-2,PUNT
Florida Atlantic,Conference USA,Ohio State,Big Ten,401112251,40111225112,12,false,2,68,68,12,16,2,81,81,10,18,1,58,3,-13,PUNT
Ohio State,Big Ten,Florida Atlantic,Conference USA,401112251,40111225113,13,false,2,11,89,10,18,2,63,37,6,32,3,46,9,40,FUMBLE
Florida Atlantic,Conference USA,Ohio State,Big Ten,401112251,40111225114,14,false,2,51,51,6,32,2,70,70,5,16,1,16,3,-19,PUNT
Ohio State,Big Ten,Florida Atlantic,Conference USA,401112251,40111225115,15,false,2,44,56,5,16,2,46,54,4,25,,51,3,2,PUNT
Florida Atlantic,Conference USA,Ohio State,Big Ten,401112251,40111225116,16,false,2,77,77,4,25,2,76,76,2,27,1,58,3,1,PUNT
Ohio State,Big Ten,Florida Atlantic,Conference USA,401112251,40111225117,17,false,2,25,75,2,27,2,32,68,1,39,,48,3,7,FUMBLE
Florida Atlantic,Conference USA,Ohio State,Big Ten,401112251,40111225118,18,true,2,25,25,1,39,2,10,10,0,33,1,6,6,15,FG
Ohio State,Big Ten,Florida Atlantic,Conference USA,401112251,40111225119,19,false,2,22,78,0,33,2,20,80,0,0,,33,1,-2,END OF HALF
Florida Atlantic,Conference USA,Ohio State,Big Ten,401112251,40111225120,20,true,3,75,75,15,0,3,10,10,12,20,2,40,10,65,FG
Ohio State,Big Ten,Florida Atlantic,Conference USA,401112251,40111225121,21,false,3,25,75,12,20,3,37,63,8,12,4,8,6,12,PUNT
Florida Atlantic,Conference USA,Ohio State,Big Ten,401112251,40111225122,22,false,3,96,96,8,12,3,87,87,6,4,2,8,3,9,PUNT
Ohio State,Big Ten,Florida Atlantic,Conference USA,401112251,40111225123,23,true,3,48,52,6,4,3,100,0,2,37,3,27,10,52,TD
Florida Atlantic,Conference USA,Ohio State,Big Ten,401112251,40111225124,24,true,3,75,75,2,37,4,0,0,13,23,4,14,15,75,TD
Ohio State,Big Ten,Florida Atlantic,Conference USA,401112251,40111225125,25,true,4,60,40,13,23,4,100,0,10,43,2,40,7,40,TD
Florida Atlantic,Conference USA,Ohio State,Big Ten,401112251,40111225126,26,true,4,76,76,10,43,4,0,0,8,16,2,27,8,76,TD
Ohio State,Big Ten,Florida Atlantic,Conference USA,401112251,40111225127,27,true,4,26,74,8,16,4,71,29,2,59,5,17,9,45,FG
Florida Atlantic,Conference USA,Ohio State,Big Ten,401112251,40111225128,28,false,4,75,75,2,59,4,46,46,1,51,1,8,6,29,INT
Ohio State,Big Ten,Florida Atlantic,Conference USA,401112251,40111225129,29,false,4,20,80,1,51,4,40,60,0,0,1,51,5,20,END OF GAME
Ohio State,Big Ten,Cincinnati,American Athletic,401112252,4011122521,1,false,1,29,71,15,0,1,61,39,11,23,3,37,7,32,PUNT
Cincinnati,American Athletic,Ohio State,Big Ten,401112252,4011122522,2,false,1,99,99,11,23,1,97,97,9,59,1,24,3,2,PUNT
Ohio State,Big Ten,Cincinnati,American Athletic,401112252,4011122523,3,true,1,59,41,9,59,1,100,0,8,28,1,31,5,41,TD
Cincinnati,American Athletic,Ohio State,Big Ten,401112252,4011122524,4,false,1,75,75,8,28,1,60,60,6,2,2,26,4,15,PUNT
Ohio State,Big Ten,Cincinnati,American Athletic,401112252,4011122525,5,false,1,21,79,6,2,1,80,20,2,41,3,21,9,59,DOWNS
Cincinnati,American Athletic,Ohio State,Big Ten,401112252,4011122526,6,false,1,80,80,2,41,2,14,14,11,29,6,12,12,66,MISSED FG
Ohio State,Big Ten,Cincinnati,American Athletic,401112252,4011122527,7,true,2,13,87,11,29,2,100,0,9,40,1,49,6,87,TD
Cincinnati,American Athletic,Ohio State,Big Ten,401112252,4011122528,8,false,2,73,73,9,40,2,71,71,8,6,1,34,3,2,PUNT
Ohio State,Big Ten,Cincinnati,American Athletic,401112252,4011122529,9,true,2,39,61,8,6,2,100,0,7,26,,40,2,61,TD
Cincinnati,American Athletic,Ohio State,Big Ten,401112252,40111225210,10,false,2,74,74,7,26,2,55,55,5,24,2,2,4,19,PUNT
Ohio State,Big Ten,Cincinnati,American Athletic,401112252,40111225211,11,true,2,12,88,5,24,2,100,0,1,53,3,31,8,88,TD
Cincinnati,American Athletic,Ohio State,Big Ten,401112252,40111225212,12,false,2,75,75,1,53,2,56,56,1,14,,39,4,19,PUNT
Ohio State,Big Ten,Cincinnati,American Athletic,401112252,40111225213,13,false,2,19,81,1,14,2,37,63,0,0,1,14,3,18,END OF HALF
Cincinnati,American Athletic,Ohio State,Big Ten,401112252,40111225214,14,false,3,75,75,15,0,3,55,55,11,38,3,22,6,20,PUNT
Ohio State,Big Ten,Cincinnati,American Athletic,401112252,40111225215,15,false,3,13,87,11,38,3,46,54,9,10,2,28,6,33,PUNT
Cincinnati,American Athletic,Ohio State,Big Ten,401112252,40111225216,16,false,3,96,96,9,10,3,94,94,7,24,1,46,3,2,PUNT
Ohio State,Big Ten,Cincinnati,American Athletic,401112252,40111225217,17,true,3,46,54,7,24,3,100,0,3,32,3,52,9,54,TD
Cincinnati,American Athletic,Ohio State,Big Ten,401112252,40111225218,18,false,3,62,62,3,32,3,9,9,0,57,2,35,5,53,INT
Ohio State,Big Ten,Cincinnati,American Athletic,401112252,40111225219,19,true,3,45,55,0,57,4,100,0,11,30,4,27,9,55,TD
Cincinnati,American Athletic,Ohio State,Big Ten,401112252,40111225220,20,false,4,65,65,11,30,4,65,65,10,7,1,23,3,0,PUNT
Ohio State,Big Ten,Cincinnati,American Athletic,401112252,40111225221,21,false,4,37,63,10,7,4,55,45,7,45,2,22,5,18,PUNT
Cincinnati,American Athletic,Ohio State,Big Ten,401112252,40111225222,22,false,4,80,80,7,45,4,16,16,2,35,5,10,11,79,FUMBLE
Ohio State,Big Ten,Cincinnati,American Athletic,401112252,40111225223,23,false,4,20,80,2,35,4,36,64,0,0,2,35,4,16,END OF GAME
Miami (OH),Mid-American,Ohio State,Big Ten,401112253,4011122531,1,false,1,75,75,15,0,1,47,47,12,34,2,26,8,28,PUNT
Ohio State,Big Ten,Miami (OH),Mid-American,401112253,4011122532,2,true,1,2,98,12,34,1,1,99,11,53,,41,2,-2,SF
Miami (OH),Mid-American,Ohio State,Big Ten,401112253,4011122533,3,true,1,69,69,11,53,1,3,3,7,25,4,28,14,66,FG
Ohio State,Big Ten,Miami (OH),Mid-American,401112253,4011122534,4,true,1,25,75,7,25,1,100,0,5,16,2,9,7,75,TD
Miami (OH),Mid-American,Ohio State,Big Ten,401112253,4011122535,5,false,1,75,75,5,16,1,48,48,4,3,1,13,4,27,PUNT
Ohio State,Big Ten,Miami (OH),Mid-American,401112253,4011122536,6,false,1,20,80,4,3,1,30,70,2,3,2,,5,10,PUNT
Miami (OH),Mid-American,Ohio State,Big Ten,401112253,4011122537,7,false,1,84,84,2,3,1,75,75,0,13,1,50,3,9,PUNT
Ohio State,Big Ten,Miami (OH),Mid-American,401112253,4011122538,8,true,1,33,67,0,13,2,100,0,14,36,,37,3,67,TD
Miami (OH),Mid-American,Ohio State,Big Ten,401112253,4011122539,9,false,2,75,75,14,36,2,75,75,14,33,,3,1,0,INT
Ohio State,Big Ten,Miami (OH),Mid-American,401112253,40111225310,10,true,2,59,41,14,33,2,100,0,14,4,,29,3,41,TD
Miami (OH),Mid-American,Ohio State,Big Ten,401112253,40111225311,11,false,2,75,75,14,4,2,76,76,12,34,1,30,3,-1,PUNT
Ohio State,Big Ten,Miami (OH),Mid-American,401112253,40111225312,12,true,2,30,70,12,34,2,100,0,8,37,3,57,9,70,TD
Miami (OH),Mid-American,Ohio State,Big Ten,401112253,40111225313,13,false,2,75,75,8,37,2,65,65,6,0,2,37,6,3,FUMBLE
Ohio State,Big Ten,Miami (OH),Mid-American,401112253,40111225314,14,true,2,72,28,6,0,2,100,0,5,6,,54,4,28,TD
Miami (OH),Mid-American,Ohio State,Big Ten,401112253,40111225315,15,false,2,75,75,5,6,2,75,75,2,40,2,26,3,0,PUNT
Ohio State,Big Ten,Miami (OH),Mid-American,401112253,40111225316,16,true,2,80,20,2,40,2,100,0,2,14,,26,3,20,TD
Miami (OH),Mid-American,Ohio State,Big Ten,401112253,40111225317,17,false,2,75,75,2,14,2,75,75,2,6,,8,1,-7,FUMBLE
Ohio State,Big Ten,Miami (OH),Mid-American,401112253,40111225318,18,true,2,67,33,2,6,2,100,0,0,53,1,13,5,33,TD
Miami (OH),Mid-American,Ohio State,Big Ten,401112253,40111225319,19,false,2,75,75,0,53,2,77,77,0,0,,53,2,-2,END OF HALF
Ohio State,Big Ten,Miami (OH),Mid-American,401112253,40111225320,20,false,3,25,75,15,0,3,31,69,13,22,1,38,3,6,PUNT
Miami (OH),Mid-American,Ohio State,Big Ten,401112253,40111225321,21,false,3,84,84,13,22,3,80,80,11,42,1,40,3,4,PUNT
Ohio State,Big Ten,Miami (OH),Mid-American,401112253,40111225322,22,false,3,88,12,11,42,3,85,15,11,5,,37,2,-1,FUMBLE
Miami (OH),Mid-American,Ohio State,Big Ten,401112253,40111225323,23,false,3,84,84,11,5,3,78,78,9,21,1,44,3,6,PUNT
Ohio State,Big Ten,Miami (OH),Mid-American,401112253,40111225324,24,true,3,48,52,9,21,3,100,0,9,0,,21,2,52,TD
Miami (OH),Mid-American,Ohio State,Big Ten,401112253,40111225325,25,false,3,75,75,9,0,3,75,75,6,53,2,7,3,0,PUNT
Ohio State,Big Ten,Miami (OH),Mid-American,401112253,40111225326,26,true,3,30,70,6,53,3,100,0,2,15,4,38,10,70,TD
Miami (OH),Mid-American,Ohio State,Big Ten,401112253,40111225327,27,false,3,75,75,2,15,3,71,71,0,25,1,50,3,4,PUNT
Ohio State,Big Ten,Miami (OH),Mid-American,401112253,40111225328,28,true,3,21,79,0,25,4,100,0,13,59,1,26,4,79,TD
Miami (OH),Mid-American,Ohio State,Big Ten,401112253,40111225329,29,false,4,75,75,13,59,4,61,61,9,5,4,54,6,14,PUNT
Ohio State,Big Ten,Miami (OH),Mid-American,401112253,40111225330,30,true,4,24,76,9,5,4,100,0,3,2,6,3,10,76,TD
Miami (OH),Mid-American,Ohio State,Big Ten,401112253,40111225331,31,false,4,87,87,3,2,4,86,86,0,0,3,2,1,1,END OF GAME
Wisconsin,Big Ten,Ohio State,Big Ten,401112254,4011122541,1,false,1,75,75,15,0,1,66,66,12,53,2,7,3,9,PUNT
Ohio State,Big Ten,Wisconsin,Big Ten,401112254,4011122542,2,false,1,30,70,12,53,1,22,78,10,56,1,57,3,-8,PUNT
Wisconsin,Big Ten,Ohio State,Big Ten,401112254,4011122543,3,false,1,81,81,10,56,1,57,57,7,33,3,23,6,24,PUNT
Ohio State,Big Ten,Wisconsin,Big Ten,401112254,4011122544,4,false,1,13,87,7,33,1,52,48,3,54,3,39,7,39,PUNT
Wisconsin,Big Ten,Ohio State,Big Ten,401112254,4011122545,5,false,1,80,80,3,54,1,54,54,1,12,2,42,5,26,PUNT
Ohio State,Big Ten,Wisconsin,Big Ten,401112254,4011122546,6,false,1,11,89,1,12,2,24,76,14,8,2,4,6,13,PUNT
Wisconsin,Big Ten,Ohio State,Big Ten,401112254,4011122547,7,false,2,74,74,14,8,2,69,69,11,27,2,41,6,5,PUNT
Ohio State,Big Ten,Wisconsin,Big Ten,401112254,4011122548,8,true,2,27,73,11,27,2,68,32,6,52,4,35,12,41,FG
Wisconsin,Big Ten,Ohio State,Big Ten,401112254,4011122549,9,false,2,67,67,6,52,2,60,60,2,37,4,15,7,7,PUNT
Ohio State,Big Ten,Wisconsin,Big Ten,401112254,40111225410,10,true,2,15,85,2,37,2,100,0,0,43,1,54,8,85,TD
Wisconsin,Big Ten,Ohio State,Big Ten,401112254,40111225411,11,false,2,75,75,0,43,2,69,69,0,0,,43,2,6,END OF HALF
Ohio State,Big Ten,Wisconsin,Big Ten,401112254,40111225412,12,false,3,25,75,15,0,3,17,83,13,36,1,24,3,-8,PUNT
Wisconsin,Big Ten,Ohio State,Big Ten,401112254,40111225413,13,true,3,30,30,13,36,3,0,0,12,8,1,28,3,30,TD
Ohio State,Big Ten,Wisconsin,Big Ten,401112254,40111225414,14,true,3,25,75,12,8,3,100,0,9,34,2,34,8,75,TD
Wisconsin,Big Ten,Ohio State,Big Ten,401112254,40111225415,15,false,3,75,75,9,34,3,70,70,8,15,1,19,3,5,PUNT
Ohio State,Big Ten,Wisconsin,Big Ten,401112254,40111225416,16,true,3,47,53,8,15,3,100,0,6,28,1,47,4,53,TD
Wisconsin,Big Ten,Ohio State,Big Ten,401112254,40111225417,17,false,3,70,70,6,28,3,37,37,1,0,5,28,9,25,FUMBLE
Ohio State,Big Ten,Wisconsin,Big Ten,401112254,40111225418,18,true,3,45,55,1,0,4,100,0,13,40,2,20,5,55,TD
Wisconsin,Big Ten,Ohio State,Big Ten,401112254,40111225419,19,false,4,70,70,13,40,4,21,21,11,39,2,1,4,46,FUMBLE
Ohio State,Big Ten,Wisconsin,Big Ten,401112254,40111225420,20,true,4,55,45,11,39,4,100,0,7,29,4,10,8,45,TD
Wisconsin,Big Ten,Ohio State,Big Ten,401112254,40111225421,21,false,4,75,75,7,29,4,67,67,5,34,1,55,3,8,PUNT
Ohio State,Big Ten,Wisconsin,Big Ten,401112254,40111225422,22,false,4,20,80,5,34,4,66,34,0,0,5,34,9,46,END OF GAME
Rutgers,Big Ten,Ohio State,Big Ten,401112255,4011122551,1,false,1,25,75,15,0,1,29,71,14,22,,38,2,4,INT
Ohio State,Big Ten,Rutgers,Big Ten,401112255,4011122552,2,true,1,60,60,14,22,1,0,0,12,59,1,23,4,60,TD
Rutgers,Big Ten,Ohio State,Big Ten,401112255,4011122553,3,false,1,25,75,12,59,1,27,73,12,19,,40,2,8,FUMBLE
Ohio State,Big Ten,Rutgers,Big Ten,401112255,4011122554,4,true,1,33,33,12,19,1,0,0,11,24,,55,3,33,TD
Rutgers,Big Ten,Ohio State,Big Ten,401112255,4011122555,5,false,1,25,75,11,24,1,53,47,8,28,2,56,6,28,PUNT
Ohio State,Big Ten,Rutgers,Big Ten,401112255,4011122556,6,true,1,91,91,8,28,1,0,0,6,0,2,28,7,91,TD
Rutgers,Big Ten,Ohio State,Big Ten,401112255,4011122557,7,false,1,25,75,6,0,1,37,63,2,31,3,29,6,12,FUMBLE
Rutgers,Big Ten,Ohio State,Big Ten,401112255,4011122558,8,true,1,67,33,2,31,1,100,0,1,18,1,13,3,33,TD
Ohio State,Big Ten,Rutgers,Big Ten,401112255,4011122559,9,true,1,65,65,1,18,2,0,0,14,54,1,24,5,65,TD
Rutgers,Big Ten,Ohio State,Big Ten,401112255,40111225510,10,false,2,37,63,14,54,2,54,46,12,15,2,39,5,17,PUNT
Ohio State,Big Ten,Rutgers,Big Ten,401112255,40111225511,11,false,2,97,97,12,15,2,83,83,10,5,2,10,6,14,PUNT
Rutgers,Big Ten,Ohio State,Big Ten,401112255,40111225512,12,false,2,42,58,10,5,2,19,81,7,45,2,20,3,-23,PUNT
Ohio State,Big Ten,Rutgers,Big Ten,401112255,40111225513,13,false,2,49,49,7,45,2,1,1,4,15,3,30,7,47,DOWNS
Rutgers,Big Ten,Ohio State,Big Ten,401112255,40111225514,14,false,2,2,98,4,15,2,9,91,1,34,2,41,6,7,PUNT
Ohio State,Big Ten,Rutgers,Big Ten,401112255,40111225515,15,true,2,50,50,1,34,2,0,0,1,3,,31,3,50,TD
Rutgers,Big Ten,Ohio State,Big Ten,401112255,40111225516,16,false,2,34,66,1,3,2,40,60,0,30,,33,3,6,PUNT
Ohio State,Big Ten,Rutgers,Big Ten,401112255,40111225517,17,false,2,91,91,0,30,2,92,92,0,0,,30,1,-1,END OF HALF
Ohio State,Big Ten,Rutgers,Big Ten,401112255,40111225518,18,true,3,82,82,15,0,3,0,0,13,33,1,27,5,82,TD
Rutgers,Big Ten,Ohio State,Big Ten,401112255,40111225519,19,false,3,23,77,13,33,3,20,80,12,10,1,23,3,-3,PUNT
Ohio State,Big Ten,Rutgers,Big Ten,401112255,40111225520,20,false,3,65,65,12,10,3,66,66,11,27,,43,3,-1,PUNT
Rutgers,Big Ten,Ohio State,Big Ten,401112255,40111225521,21,false,3,22,78,11,27,3,23,77,10,42,,45,3,1,INT
Ohio State,Big Ten,Rutgers,Big Ten,401112255,40111225522,22,true,3,25,25,10,42,3,0,0,8,33,2,9,6,25,TD
Rutgers,Big Ten,Ohio State,Big Ten,401112255,40111225523,23,false,3,12,88,8,33,3,14,86,6,33,2,,3,2,PUNT
Ohio State,Big Ten,Rutgers,Big Ten,401112255,40111225524,24,false,3,60,60,6,33,3,34,34,4,31,2,2,7,26,PUNT
Rutgers,Big Ten,Ohio State,Big Ten,401112255,40111225525,25,true,3,17,83,4,31,3,100,0,1,0,3,31,8,83,TD
Ohio State,Big Ten,Rutgers,Big Ten,401112255,40111225526,26,false,3,70,70,1,0,4,67,67,14,47,1,13,3,3,PUNT
Rutgers,Big Ten,Ohio State,Big Ten,401112255,40111225527,27,false,4,36,64,14,47,4,34,66,12,48,1,59,3,-2,PUNT
Ohio State,Big Ten,Rutgers,Big Ten,401112255,40111225528,28,true,4,72,72,12,48,4,0,0,8,19,4,29,10,72,TD
Rutgers,Big Ten,Ohio State,Big Ten,401112255,40111225529,29,false,4,20,80,8,19,4,62,38,6,0,2,19,5,42,PUNT
Ohio State,Big Ten,Rutgers,Big Ten,401112255,40111225530,30,false,4,89,89,6,0,4,55,55,3,29,2,31,6,30,FUMBLE
Rutgers,Big Ten,Ohio State,Big Ten,401112255,40111225531,31,true,4,80,20,3,29,4,100,0,1,9,2,20,5,20,TD
Ohio State,Big Ten,Rutgers,Big Ten,401112255,40111225532,32,false,4,62,62,1,9,4,54,54,0,0,1,9,2,8,END OF 4TH QUARTER
Penn State,Big Ten,Ohio State,Big Ten,401112256,4011122561,1,false,1,60,60,15,0,1,42,42,12,12,2,48,6,18,PUNT
Ohio State,Big Ten,Penn State,Big Ten,401112256,4011122562,2,true,1,9,91,12,12,1,100,0,7,8,5,4,13,91,TD
Penn State,Big Ten,Ohio State,Big Ten,401112256,4011122563,3,false,1,87,87,7,8,1,95,95,5,12,1,56,3,-8,PUNT
Ohio State,Big Ten,Penn State,Big Ten,401112256,4011122564,4,false,1,55,45,5,12,1,95,5,2,15,2,57,8,40,FUMBLE
Penn State,Big Ten,Ohio State,Big Ten,401112256,4011122565,5,false,1,80,80,2,15,2,36,36,14,1,3,14,10,44,PUNT
Ohio State,Big Ten,Penn State,Big Ten,401112256,4011122566,6,false,2,10,90,14,1,2,59,41,9,6,4,55,11,49,PUNT
Penn State,Big Ten,Ohio State,Big Ten,401112256,4011122567,7,false,2,80,80,9,6,2,74,74,7,29,1,37,3,6,PUNT
Ohio State,Big Ten,Penn State,Big Ten,401112256,4011122568,8,true,2,52,48,7,29,2,100,0,2,0,5,29,11,48,TD
Penn State,Big Ten,Ohio State,Big Ten,401112256,4011122569,9,false,2,75,75,2,0,2,71,71,1,12,,48,3,4,PUNT
Ohio State,Big Ten,Penn State,Big Ten,401112256,40111225610,10,false,2,35,65,1,12,2,52,48,0,0,1,12,3,17,END OF HALF
Ohio State,Big Ten,Penn State,Big Ten,401112256,40111225611,11,true,3,25,75,15,0,3,100,0,11,31,3,29,10,75,TD
Penn State,Big Ten,Ohio State,Big Ten,401112256,40111225612,12,true,3,75,75,11,31,3,0,0,8,19,3,12,9,75,TD
Ohio State,Big Ten,Penn State,Big Ten,401112256,40111225613,13,false,3,25,75,8,19,3,25,75,8,10,,9,1,-3,FUMBLE
Penn State,Big Ten,Ohio State,Big Ten,401112256,40111225614,14,true,3,12,12,8,10,3,0,0,7,54,,16,2,12,TD
Ohio State,Big Ten,Penn State,Big Ten,401112256,40111225615,15,false,3,25,75,7,54,3,37,63,7,4,,50,3,10,FUMBLE
Penn State,Big Ten,Ohio State,Big Ten,401112256,40111225616,16,true,3,35,35,7,4,3,24,24,4,22,2,42,8,11,FG
Ohio State,Big Ten,Penn State,Big Ten,401112256,40111225617,17,false,3,25,75,4,22,3,49,51,0,0,2,5,5,24,Uncategorized
Penn State,Big Ten,Ohio State,Big Ten,401112256,40111225618,18,false,3,89,89,2,17,4,96,96,14,53,2,24,3,-7,PUNT
Ohio State,Big Ten,Penn State,Big Ten,401112256,40111225619,19,true,4,56,44,14,53,4,100,0,13,18,1,35,5,44,TD
Penn State,Big Ten,Ohio State,Big Ten,401112256,40111225620,20,false,4,75,75,13,18,4,27,27,10,16,3,2,7,48,INT
Ohio State,Big Ten,Penn State,Big Ten,401112256,40111225621,21,false,4,20,80,10,16,4,48,52,5,44,4,32,7,28,PUNT
Penn State,Big Ten,Ohio State,Big Ten,401112256,40111225622,22,false,4,84,84,5,44,4,68,68,3,8,2,36,7,16,DOWNS
Ohio State,Big Ten,Penn State,Big Ten,401112256,40111225623,23,false,4,68,32,3,8,4,73,27,2,17,,51,4,-8,FUMBLE
Penn State,Big Ten,Ohio State,Big Ten,401112256,40111225624,24,false,4,60,60,2,17,4,69,69,1,0,1,17,4,-9,DOWNS
Ohio State,Big Ten,Penn State,Big Ten,401112256,40111225625,25,false,4,69,31,1,0,4,66,34,0,0,1,,2,-3,Uncategorized
Idaho,,Penn State,Big Ten,401112257,4011122571,1,false,1,75,75,15,0,1,66,66,13,30,1,30,4,9,DOWNS
Penn State,Big Ten,Idaho,,401112257,4011122572,2,true,1,66,34,13,30,1,89,11,11,30,2,,6,23,FG
Idaho,,Penn State,Big Ten,401112257,4011122573,3,false,1,75,75,11,30,1,83,83,9,26,2,4,3,-8,PUNT
Penn State,Big Ten,Idaho,,401112257,4011122574,4,true,1,65,35,9,26,1,65,35,8,35,,51,4,0,FG
Idaho,,Penn State,Big Ten,401112257,4011122575,5,false,1,75,75,8,35,1,70,70,7,3,1,32,3,5,PUNT
Penn State,Big Ten,Idaho,,401112257,4011122576,6,true,1,46,54,7,3,1,100,0,5,3,2,,5,54,TD
Idaho,,Penn State,Big Ten,401112257,4011122577,7,false,1,75,75,5,3,1,88,88,3,33,1,30,3,-13,PUNT
Penn State,Big Ten,Idaho,,401112257,4011122578,8,true,1,65,35,3,33,1,100,0,1,50,1,43,5,35,TD
Idaho,,Penn State,Big Ten,401112257,4011122579,9,false,1,75,75,1,50,1,67,67,0,22,1,28,3,8,PUNT
Penn State,Big Ten,Idaho,,401112257,40111225710,10,false,1,54,46,0,22,2,62,38,13,14,2,8,4,8,DOWNS
Idaho,,Penn State,Big Ten,401112257,40111225711,11,false,2,62,62,13,14,2,67,67,11,29,1,45,3,-5,PUNT
Penn State,Big Ten,Idaho,,401112257,40111225712,12,true,2,45,55,11,29,2,100,0,10,28,1,1,3,55,TD
Idaho,,Penn State,Big Ten,401112257,40111225713,13,false,2,75,75,10,28,2,66,66,9,4,1,24,3,9,PUNT
Penn State,Big Ten,Idaho,,401112257,40111225714,14,false,2,23,77,9,4,2,53,47,8,14,,50,4,30,PUNT
Idaho,,Penn State,Big Ten,401112257,40111225715,15,false,2,85,85,8,14,2,49,49,5,38,2,36,4,36,PUNT
Penn State,Big Ten,Idaho,,401112257,40111225716,16,true,2,5,95,5,38,2,100,0,4,27,1,11,3,95,TD
Idaho,,Penn State,Big Ten,401112257,40111225717,17,false,2,75,75,4,27,2,72,72,2,58,1,29,3,3,PUNT
Penn State,Big Ten,Idaho,,401112257,40111225718,18,true,2,24,76,2,58,2,100,0,1,39,1,19,4,76,TD
Idaho,,Penn State,Big Ten,401112257,40111225719,19,false,2,75,75,1,39,2,79,79,0,42,,57,3,-4,PUNT
Penn State,Big Ten,Idaho,,401112257,40111225720,20,true,2,40,60,0,42,2,35,65,0,0,,42,4,40,END OF HALF
Penn State,Big Ten,Idaho,,401112257,40111225721,21,true,3,25,75,15,0,3,100,0,13,11,1,49,5,75,TD
Idaho,,Penn State,Big Ten,401112257,40111225722,22,false,3,75,75,13,11,3,75,75,12,58,,13,1,0,INT
Penn State,Big Ten,Idaho,,401112257,40111225723,23,true,3,94,6,12,58,3,100,0,11,28,1,30,4,6,TD
Idaho,,Penn State,Big Ten,401112257,40111225724,24,false,3,75,75,11,28,3,72,72,10,17,1,11,3,3,PUNT
Penn State,Big Ten,Idaho,,401112257,40111225725,25,false,3,32,68,10,17,3,32,68,8,48,1,29,3,0,PUNT
