offense,offense_conference,defense,defense_conference,game_id,id,drive_number,scoring,start_period,start_yardline,start_yards_to_goal,start_time.minutes,start_time.seconds,end_period,end_yardline,end_yards_to_goal,end_time.minutes,end_time.seconds,elapsed.minutes,elapsed.seconds,plays,yards,drive_result
Idaho,,Penn State,Big Ten,401112257,40111225726,26,false,3,45,45,8,48,3,28,28,5,42,3,6,5,17,DOWNS
Penn State,Big Ten,Idaho,,401112257,40111225727,27,true,3,28,72,5,42,4,100,0,14,51,5,51,14,72,TD
Idaho,,Penn State,Big Ten,401112257,40111225728,28,false,4,75,75,14,51,4,68,68,13,16,1,35,3,7,FUMBLE
Idaho,,Penn State,Big Ten,401112257,40111225729,29,true,4,25,25,13,16,4,0,0,12,35,,41,2,25,TD
Penn State,Big Ten,Idaho,,401112257,40111225730,30,true,4,25,75,12,35,4,100,0,7,48,4,47,10,75,TD
Idaho,,Penn State,Big Ten,401112257,40111225731,31,false,4,75,75,7,48,4,69,69,6,2,1,46,3,6,FUMBLE
Penn State,Big Ten,Idaho,,401112257,40111225732,32,true,4,46,54,6,2,4,100,0,2,17,3,45,7,54,TD
Idaho,,Penn State,Big Ten,401112257,40111225733,33,false,4,75,75,2,17,4,40,40,0,0,2,17,5,35,END OF GAME
Buffalo,Mid-American,Penn State,Big Ten,401112258,4011122581,1,false,1,75,75,15,0,1,45,45,12,32,2,28,6,30,PUNT
Penn State,Big Ten,Buffalo,Mid-American,401112258,4011122582,2,false,1,13,87,12,32,1,20,80,10,49,1,43,3,7,PUNT
Buffalo,Mid-American,Penn State,Big Ten,401112258,4011122583,3,false,1,71,71,10,49,1,63,63,9,20,1,29,3,8,FUMBLE
Penn State,Big Ten,Buffalo,Mid-American,401112258,4011122584,4,true,1,63,37,9,20,1,100,0,8,50,,30,2,37,TD
Buffalo,Mid-American,Penn State,Big Ten,401112258,4011122585,5,false,1,75,75,8,50,1,32,32,5,55,2,55,7,43,MISSED FG
Penn State,Big Ten,Buffalo,Mid-American,401112258,4011122586,6,false,1,32,68,5,55,1,44,56,3,16,2,39,6,12,PUNT
Buffalo,Mid-American,Penn State,Big Ten,401112258,4011122587,7,true,1,84,84,3,16,2,15,15,9,42,8,34,19,69,FG
Penn State,Big Ten,Buffalo,Mid-American,401112258,4011122588,8,false,2,34,66,9,42,2,27,73,7,58,1,44,3,-7,PUNT
Buffalo,Mid-American,Penn State,Big Ten,401112258,4011122589,9,false,2,53,53,7,58,2,54,54,6,25,1,33,3,-1,PUNT
Penn State,Big Ten,Buffalo,Mid-American,401112258,40111225810,10,false,2,15,85,6,25,2,49,51,4,43,1,42,5,34,PUNT
Buffalo,Mid-American,Penn State,Big Ten,401112258,40111225811,11,true,2,96,96,4,43,2,0,0,0,14,4,29,10,96,TD
Penn State,Big Ten,Buffalo,Mid-American,401112258,40111225812,12,false,2,26,74,0,11,2,20,80,0,0,,11,1,-6,END OF HALF
Penn State,Big Ten,Buffalo,Mid-American,401112258,40111225813,13,false,3,33,67,14,54,3,73,27,13,59,,55,3,40,FUMBLE
Buffalo,Mid-American,Penn State,Big Ten,401112258,40111225814,14,true,3,73,73,13,59,3,69,69,12,58,1,1,3,4,INT TD
Buffalo,Mid-American,Penn State,Big Ten,401112258,40111225816,15,false,3,75,75,12,58,3,73,73,11,59,,59,3,2,PUNT
Penn State,Big Ten,Buffalo,Mid-American,401112258,40111225817,16,true,3,77,23,11,59,3,100,0,11,54,,5,1,23,TD
Buffalo,Mid-American,Penn State,Big Ten,401112258,40111225818,17,true,3,75,75,11,54,3,8,8,6,59,4,55,10,67,FG
Penn State,Big Ten,Buffalo,Mid-American,401112258,40111225819,18,true,3,35,65,6,55,3,100,0,6,12,,43,3,65,TD
Buffalo,Mid-American,Penn State,Big Ten,401112258,40111225820,19,false,3,75,75,6,12,3,78,78,4,31,1,41,3,-3,PUNT
Penn State,Big Ten,Buffalo,Mid-American,401112258,40111225821,20,true,3,45,55,4,31,3,100,0,2,56,1,35,5,55,TD
Buffalo,Mid-American,Penn State,Big Ten,401112258,40111225822,21,false,3,75,75,2,56,3,49,49,0,52,2,4,6,26,PUNT
Penn State,Big Ten,Buffalo,Mid-American,401112258,40111225823,22,true,3,32,68,0,52,4,87,13,13,58,1,54,7,55,FG
Buffalo,Mid-American,Penn State,Big Ten,401112258,40111225824,23,false,4,75,75,13,58,4,44,44,8,26,5,32,10,31,PUNT
Penn State,Big Ten,Buffalo,Mid-American,401112258,40111225825,24,false,4,10,90,8,26,4,2,98,6,58,1,28,3,-8,PUNT
Buffalo,Mid-American,Penn State,Big Ten,401112258,40111225826,25,false,4,33,33,6,58,4,26,26,4,54,2,4,4,7,DOWNS
Penn State,Big Ten,Buffalo,Mid-American,401112258,40111225827,26,true,4,26,74,4,54,4,100,0,3,3,1,51,4,74,TD
Buffalo,Mid-American,Penn State,Big Ten,401112258,40111225828,27,false,4,75,75,3,3,4,35,35,0,15,2,48,6,40,DOWNS
Penn State,Big Ten,Buffalo,Mid-American,401112258,40111225829,28,false,4,35,65,0,15,4,29,71,0,0,,15,1,-6,END OF GAME
Pittsburgh,ACC,Penn State,Big Ten,401112259,4011122591,1,false,1,75,75,15,0,1,72,72,13,49,1,11,3,3,PUNT
Penn State,Big Ten,Pittsburgh,ACC,401112259,4011122592,2,false,1,26,74,13,49,1,56,44,10,5,3,44,7,30,PUNT
Pittsburgh,ACC,Penn State,Big Ten,401112259,4011122593,3,false,1,87,87,10,5,1,37,37,6,33,3,32,6,50,PUNT
Penn State,Big Ten,Pittsburgh,ACC,401112259,4011122594,4,true,1,2,98,6,33,1,100,0,4,31,2,2,5,98,TD
Pittsburgh,ACC,Penn State,Big Ten,401112259,4011122595,5,false,1,75,75,4,31,1,66,66,2,29,2,2,3,9,PUNT
Penn State,Big Ten,Pittsburgh,ACC,401112259,4011122596,6,false,1,4,96,2,29,1,56,44,0,49,1,40,4,52,PUNT
Pittsburgh,ACC,Penn State,Big Ten,401112259,4011122597,7,true,1,92,92,0,49,2,7,7,6,34,9,15,18,85,FG
Penn State,Big Ten,Pittsburgh,ACC,401112259,4011122598,8,false,2,24,76,6,34,2,25,75,5,21,1,13,3,1,PUNT
Pittsburgh,ACC,Penn State,Big Ten,401112259,4011122599,9,true,2,78,78,5,21,2,0,0,2,8,3,13,8,78,TD
Penn State,Big Ten,Pittsburgh,ACC,401112259,40111225910,10,true,2,13,87,2,8,2,61,39,0,1,2,7,11,48,FG
Pittsburgh,ACC,Penn State,Big Ten,401112259,40111225911,11,false,2,75,75,0,1,2,77,77,0,0,,1,1,-2,END OF HALF
Penn State,Big Ten,Pittsburgh,ACC,401112259,40111225912,12,false,3,21,79,15,0,3,35,65,12,53,2,7,5,14,PUNT
Pittsburgh,ACC,Penn State,Big Ten,401112259,40111225913,13,false,3,81,81,12,53,3,64,64,10,39,2,14,5,17,PUNT
Penn State,Big Ten,Pittsburgh,ACC,401112259,40111225914,14,true,3,12,88,10,39,3,100,0,5,50,4,49,13,88,TD
Pittsburgh,ACC,Penn State,Big Ten,401112259,40111225915,15,false,3,75,75,5,50,3,68,68,3,15,2,35,5,7,PUNT
Penn State,Big Ten,Pittsburgh,ACC,401112259,40111225916,16,false,3,30,70,3,15,3,51,49,0,51,2,24,5,21,PUNT
Pittsburgh,ACC,Penn State,Big Ten,401112259,40111225917,17,false,3,89,89,0,51,4,48,48,11,23,4,28,9,41,PUNT
Penn State,Big Ten,Pittsburgh,ACC,401112259,40111225918,18,false,4,15,85,11,23,4,35,65,8,43,2,40,5,20,PUNT
Pittsburgh,ACC,Penn State,Big Ten,401112259,40111225919,19,false,4,66,66,8,43,4,1,1,4,54,3,49,10,65,MISSED FG
Penn State,Big Ten,Pittsburgh,ACC,401112259,40111225920,20,false,4,20,80,4,54,4,45,55,1,56,2,58,5,25,PUNT
Pittsburgh,ACC,Penn State,Big Ten,401112259,40111225921,21,false,4,84,84,1,56,4,26,26,0,0,1,56,10,58,END OF 4TH QUARTER
Purdue,Big Ten,Penn State,Big Ten,401112260,4011122601,1,false,1,67,67,15,0,1,72,72,12,57,2,3,3,-5,PUNT
Penn State,Big Ten,Purdue,Big Ten,401112260,4011122602,2,true,1,44,56,12,57,1,100,0,10,22,2,35,6,56,TD
Purdue,Big Ten,Penn State,Big Ten,401112260,4011122603,3,false,1,75,75,10,22,1,79,79,9,18,1,4,3,-4,PUNT
Penn State,Big Ten,Purdue,Big Ten,401112260,4011122604,4,true,1,67,33,9,18,1,100,0,7,4,2,14,5,33,TD
Purdue,Big Ten,Penn State,Big Ten,401112260,4011122605,5,false,1,75,75,7,4,1,75,75,6,21,,43,2,-5,PUNT
Penn State,Big Ten,Purdue,Big Ten,401112260,4011122606,6,true,1,29,71,6,21,1,100,0,5,20,1,1,2,71,TD
Purdue,Big Ten,Penn State,Big Ten,401112260,4011122607,7,false,1,75,75,5,20,1,65,65,2,58,2,22,5,10,FUMBLE
Penn State,Big Ten,Purdue,Big Ten,401112260,4011122608,8,true,1,35,65,2,58,2,100,0,14,17,3,41,7,65,TD
Purdue,Big Ten,Penn State,Big Ten,401112260,4011122609,9,false,2,65,65,14,17,2,63,63,11,51,2,26,5,2,PUNT
Penn State,Big Ten,Purdue,Big Ten,401112260,40111226010,10,false,2,26,74,11,51,2,43,57,9,52,1,59,4,17,INT
Purdue,Big Ten,Penn State,Big Ten,401112260,40111226011,11,true,2,62,62,9,52,2,0,0,7,18,2,34,5,62,TD
Penn State,Big Ten,Purdue,Big Ten,401112260,40111226012,12,false,2,25,75,7,18,2,83,17,2,47,4,31,10,58,MISSED FG
Purdue,Big Ten,Penn State,Big Ten,401112260,40111226013,13,false,2,80,80,2,47,2,89,89,2,1,,46,3,-9,FUMBLE
Purdue,Big Ten,Penn State,Big Ten,401112260,40111226014,14,false,2,64,64,2,1,2,43,43,0,1,2,,7,8,DOWNS
Penn State,Big Ten,Purdue,Big Ten,401112260,40111226016,15,false,3,30,70,15,0,3,20,80,13,57,1,3,3,-10,PUNT
Purdue,Big Ten,Penn State,Big Ten,401112260,40111226017,16,false,3,78,78,13,57,3,80,80,11,51,2,6,3,-2,PUNT
Penn State,Big Ten,Purdue,Big Ten,401112260,40111226018,17,false,3,45,55,11,51,3,64,36,9,10,2,41,7,19,PUNT
Purdue,Big Ten,Penn State,Big Ten,401112260,40111226019,18,false,3,80,80,9,10,3,77,77,7,43,1,27,3,3,PUNT
Penn State,Big Ten,Purdue,Big Ten,401112260,40111226020,19,false,3,36,64,7,43,3,41,59,5,52,1,51,3,5,PUNT
Purdue,Big Ten,Penn State,Big Ten,401112260,40111226021,20,false,3,66,66,5,52,3,71,71,4,45,1,7,3,-5,PUNT
Penn State,Big Ten,Purdue,Big Ten,401112260,40111226022,21,false,3,29,71,4,45,3,57,43,1,21,3,24,7,28,PUNT
Purdue,Big Ten,Penn State,Big Ten,401112260,40111226023,22,false,3,98,98,1,21,4,81,81,14,48,1,33,4,17,PUNT
Penn State,Big Ten,Purdue,Big Ten,401112260,40111226024,23,false,4,30,70,14,48,4,49,51,11,0,3,48,8,19,PUNT
Purdue,Big Ten,Penn State,Big Ten,401112260,40111226025,24,false,4,80,80,11,0,4,66,66,7,53,3,7,5,14,PUNT
Penn State,Big Ten,Purdue,Big Ten,401112260,40111226026,25,true,4,13,87,7,53,4,100,0,5,44,2,9,7,87,TD
Purdue,Big Ten,Penn State,Big Ten,401112260,40111226027,26,false,4,75,75,5,44,4,69,69,3,52,1,52,3,6,PUNT
Penn State,Big Ten,Purdue,Big Ten,401112260,40111226028,27,false,4,33,67,3,52,4,65,35,1,34,2,18,5,32,FUMBLE
Purdue,Big Ten,Penn State,Big Ten,401112260,40111226029,28,false,4,65,65,1,34,4,61,61,0,50,,44,2,6,FUMBLE
Penn State,Big Ten,Purdue,Big Ten,401112260,40111226030,29,false,4,48,52,0,50,4,43,57,0,0,,50,2,-5,END OF GAME
Penn State,Big Ten,Rutgers,Big Ten,401112261,4011122611,1,false,1,28,72,15,0,1,59,41,0,0,,,9,31,PUNT
Rutgers,Big Ten,Penn State,Big Ten,401112261,4011122612,2,false,1,89,89,10,7,1,59,59,0,0,,,6,30,PUNT
Penn State,Big Ten,Rutgers,Big Ten,401112261,4011122613,3,false,1,20,80,7,13,1,18,82,0,0,,,3,-2,PUNT
Rutgers,Big Ten,Penn State,Big Ten,401112261,4011122614,4,true,1,63,63,6,23,1,12,12,3,32,2,51,6,51,FG
Penn State,Big Ten,Rutgers,Big Ten,401112261,4011122615,5,true,1,24,76,3,26,1,100,0,0,6,3,20,9,76,TD
Rutgers,Big Ten,Penn State,Big Ten,401112261,4011122616,6,false,1,75,75,0,6,2,54,54,11,31,3,35,8,21,PUNT
Penn State,Big Ten,Rutgers,Big Ten,401112261,4011122617,7,false,2,30,70,11,35,2,25,75,0,0,,,3,-5,PUNT
Rutgers,Big Ten,Penn State,Big Ten,401112261,4011122618,8,false,2,97,97,9,40,2,71,71,0,0,,,5,26,PUNT
Penn State,Big Ten,Rutgers,Big Ten,401112261,4011122619,9,false,2,30,70,6,48,2,62,38,3,56,2,52,7,32,INT
Rutgers,Big Ten,Penn State,Big Ten,401112261,40111226110,10,false,2,98,98,3,56,2,18,18,0,2,3,54,15,80,MISSED FG
Penn State,Big Ten,Rutgers,Big Ten,401112261,40111226111,11,false,2,20,80,0,2,2,17,83,0,0,,2,1,-3,END OF HALF
Rutgers,Big Ten,Penn State,Big Ten,401112261,40111226112,12,false,3,75,75,15,0,3,66,66,0,0,,,3,9,PUNT
Penn State,Big Ten,Rutgers,Big Ten,401112261,40111226113,13,true,3,26,74,13,3,3,100,0,12,5,,58,3,74,TD
Rutgers,Big Ten,Penn State,Big Ten,401112261,40111226114,14,false,3,75,75,12,5,3,56,56,0,0,,,6,19,PUNT
Penn State,Big Ten,Rutgers,Big Ten,401112261,40111226115,15,false,3,17,83,8,37,3,30,70,0,0,,,7,13,PUNT
Rutgers,Big Ten,Penn State,Big Ten,401112261,40111226116,16,true,3,79,79,5,42,4,21,21,14,55,5,47,13,58,FG
Penn State,Big Ten,Rutgers,Big Ten,401112261,40111226117,17,true,4,39,61,14,49,4,100,0,12,16,2,33,7,61,TD
Rutgers,Big Ten,Penn State,Big Ten,401112261,40111226118,18,false,4,75,75,12,16,4,56,56,0,0,,,6,19,DOWNS
Penn State,Big Ten,Rutgers,Big Ten,401112261,40111226119,19,true,4,56,44,9,30,4,100,0,5,13,4,17,8,44,TD
Penn State,Big Ten,Rutgers,Big Ten,401112261,40111226120,20,false,4,94,6,5,10,4,96,4,3,11,1,59,4,2,DOWNS
Rutgers,Big Ten,Penn State,Big Ten,401112261,40111226121,21,false,4,96,96,3,11,4,48,48,0,0,3,11,6,48,END OF GAME
Purdue,Big Ten,Nevada,Mountain West,401112262,4011122621,1,true,1,70,70,15,0,1,0,0,9,37,5,23,12,70,TD
Nevada,Mountain West,Purdue,Big Ten,401112262,4011122622,2,false,1,25,75,9,37,1,27,73,8,11,1,26,3,2,PUNT
Purdue,Big Ten,Nevada,Mountain West,401112262,4011122623,3,false,1,42,42,8,11,1,39,39,7,8,1,3,3,3,PUNT
Nevada,Mountain West,Purdue,Big Ten,401112262,4011122624,4,false,1,1,99,7,8,1,4,96,5,34,1,34,3,3,PUNT
Purdue,Big Ten,Nevada,Mountain West,401112262,4011122625,5,true,1,49,49,5,34,1,15,15,2,5,3,29,8,34,FG
Nevada,Mountain West,Purdue,Big Ten,401112262,4011122626,6,false,1,25,75,2,5,2,56,44,13,6,3,59,8,31,PUNT
Purdue,Big Ten,Nevada,Mountain West,401112262,4011122627,7,false,2,80,80,13,6,2,39,39,11,6,2,,6,41,FUMBLE
Nevada,Mountain West,Purdue,Big Ten,401112262,4011122628,8,false,2,39,61,11,6,2,46,54,9,7,1,59,3,7,PUNT
Purdue,Big Ten,Nevada,Mountain West,401112262,4011122629,9,false,2,99,99,9,7,2,96,96,7,2,2,5,3,3,PUNT
Nevada,Mountain West,Purdue,Big Ten,401112262,40111226210,10,true,2,47,53,7,2,2,100,0,4,43,2,19,7,53,TD
Purdue,Big Ten,Nevada,Mountain West,401112262,40111226211,11,true,2,75,75,4,43,2,0,0,3,15,1,28,5,75,TD
Nevada,Mountain West,Purdue,Big Ten,401112262,40111226212,12,false,2,25,75,3,15,2,32,68,2,36,,39,3,7,PUNT
Purdue,Big Ten,Nevada,Mountain West,401112262,40111226213,13,true,2,99,99,2,36,2,0,0,0,27,2,9,10,99,TD
Nevada,Mountain West,Purdue,Big Ten,401112262,40111226214,14,false,2,31,69,0,21,2,43,57,0,0,,21,2,12,END OF HALF
Nevada,Mountain West,Purdue,Big Ten,401112262,40111226215,15,false,3,25,75,15,0,3,40,60,13,37,1,23,5,15,PUNT
Purdue,Big Ten,Nevada,Mountain West,401112262,40111226216,16,false,3,81,81,13,37,3,37,37,9,25,4,12,9,44,PUNT
Nevada,Mountain West,Purdue,Big Ten,401112262,40111226217,17,false,3,20,80,9,25,3,25,75,8,17,1,8,3,5,PUNT
Nevada,Mountain West,Purdue,Big Ten,401112262,40111226219,18,true,3,64,36,8,17,3,100,0,6,49,1,28,4,36,TD
Purdue,Big Ten,Nevada,Mountain West,401112262,40111226220,19,true,3,75,75,6,49,3,0,0,6,19,,30,2,75,TD
Nevada,Mountain West,Purdue,Big Ten,401112262,40111226221,20,false,3,25,75,6,19,3,25,75,4,22,1,57,3,0,PUNT
Nevada,Mountain West,Purdue,Big Ten,401112262,40111226223,21,true,3,86,14,4,22,3,83,17,3,21,1,1,4,-3,FG
Purdue,Big Ten,Nevada,Mountain West,401112262,40111226224,22,false,3,72,72,3,20,3,52,52,0,41,2,39,9,20,INT
Nevada,Mountain West,Purdue,Big Ten,401112262,40111226225,23,false,3,42,58,0,41,4,46,54,14,49,,52,3,4,PUNT
Purdue,Big Ten,Nevada,Mountain West,401112262,40111226226,24,false,4,88,88,14,49,4,73,73,12,3,2,46,6,15,PUNT
Nevada,Mountain West,Purdue,Big Ten,401112262,40111226227,25,true,4,26,74,12,3,4,100,0,6,56,5,7,11,74,TD
Purdue,Big Ten,Nevada,Mountain West,401112262,40111226228,26,false,4,70,70,6,51,4,50,50,3,32,3,19,7,20,PUNT
Nevada,Mountain West,Purdue,Big Ten,401112262,40111226229,27,true,4,13,87,3,32,4,100,0,0,52,2,40,11,87,TD
Purdue,Big Ten,Nevada,Mountain West,401112262,40111226230,28,false,4,71,71,0,50,4,71,71,0,38,,12,2,0,INT
Nevada,Mountain West,Purdue,Big Ten,401112262,40111226231,29,true,4,34,66,0,38,4,61,39,0,0,,38,6,27,FG
Wisconsin,Big Ten,Purdue,Big Ten,401112263,4011122631,1,true,1,25,75,15,0,1,100,0,11,29,3,31,8,75,TD
Purdue,Big Ten,Wisconsin,Big Ten,401112263,4011122632,2,true,1,75,75,11,29,1,9,9,5,24,6,5,15,66,FG
Wisconsin,Big Ten,Purdue,Big Ten,401112263,4011122633,3,true,1,25,75,5,24,1,100,0,1,30,3,54,7,75,TD
Purdue,Big Ten,Wisconsin,Big Ten,401112263,4011122634,4,true,1,75,75,1,30,2,0,0,14,53,1,37,4,75,TD
Wisconsin,Big Ten,Purdue,Big Ten,401112263,4011122635,5,false,2,25,75,14,53,2,63,37,10,39,4,14,7,38,FUMBLE
Purdue,Big Ten,Wisconsin,Big Ten,401112263,4011122636,6,true,2,63,63,10,39,2,0,0,8,30,2,9,4,63,TD
Wisconsin,Big Ten,Purdue,Big Ten,401112263,4011122637,7,true,2,28,72,8,23,2,100,0,4,18,4,5,8,72,TD
Purdue,Big Ten,Wisconsin,Big Ten,401112263,4011122638,8,false,2,75,75,4,18,2,60,60,0,0,,,4,15,PUNT
Wisconsin,Big Ten,Purdue,Big Ten,401112263,4011122639,9,false,2,34,66,3,26,2,71,29,0,57,2,29,7,37,FUMBLE
Purdue,Big Ten,Wisconsin,Big Ten,401112263,40111226310,10,false,2,71,71,0,57,2,64,64,0,22,,35,3,7,PUNT
Wisconsin,Big Ten,Purdue,Big Ten,401112263,40111226311,11,true,2,27,73,0,22,2,56,44,0,0,,22,4,29,FG
Purdue,Big Ten,Wisconsin,Big Ten,401112263,40111226312,12,false,3,75,75,15,0,3,32,32,11,21,3,39,8,43,INT
Wisconsin,Big Ten,Purdue,Big Ten,401112263,40111226313,13,true,3,5,95,11,21,3,100,0,5,59,5,22,9,95,TD
Purdue,Big Ten,Wisconsin,Big Ten,401112263,40111226314,14,false,3,75,75,5,59,3,82,82,5,23,,36,3,-7,PUNT
Wisconsin,Big Ten,Purdue,Big Ten,401112263,40111226315,15,false,3,49,51,5,23,3,63,37,0,0,,,2,14,FUMBLE
Purdue,Big Ten,Wisconsin,Big Ten,401112263,40111226316,16,false,3,63,63,4,47,3,52,52,0,0,,,6,11,DOWNS
Wisconsin,Big Ten,Purdue,Big Ten,401112263,40111226317,17,true,3,52,48,3,22,3,100,0,2,0,1,22,3,48,TD
Purdue,Big Ten,Wisconsin,Big Ten,401112263,40111226318,18,true,3,75,75,2,0,3,0,0,0,13,1,47,5,75,TD
Wisconsin,Big Ten,Purdue,Big Ten,401112263,40111226319,19,false,3,25,75,0,13,3,57,43,0,0,,,6,32,INT
Purdue,Big Ten,Wisconsin,Big Ten,401112263,40111226320,20,false,4,80,80,12,42,4,54,54,10,35,2,7,7,26,PUNT
Wisconsin,Big Ten,Purdue,Big Ten,401112263,40111226321,21,true,4,24,76,10,35,4,100,0,4,40,5,55,10,76,TD
Purdue,Big Ten,Wisconsin,Big Ten,401112263,40111226322,22,false,4,75,75,4,40,4,53,53,2,19,2,21,6,22,DOWNS
Wisconsin,Big Ten,Purdue,Big Ten,401112263,40111226323,23,false,4,53,47,2,19,4,68,32,0,0,2,19,4,15,END OF GAME
UMass,FBS Independents,Rutgers,Big Ten,401112264,4011122641,1,true,1,75,75,15,0,1,0,0,11,32,3,28,12,75,TD
Rutgers,Big Ten,UMass,FBS Independents,401112264,4011122642,2,false,1,28,72,11,28,1,33,67,10,0,1,28,3,5,INT
UMass,FBS Independents,Rutgers,Big Ten,401112264,4011122643,3,true,1,44,44,10,0,1,0,0,9,33,,27,2,44,TD
Rutgers,Big Ten,UMass,FBS Independents,401112264,4011122644,4,true,1,25,75,9,33,1,100,0,2,54,6,39,13,75,TD
UMass,FBS Independents,Rutgers,Big Ten,401112264,4011122645,5,true,1,75,75,2,54,1,0,0,0,2,2,52,10,75,TD
Rutgers,Big Ten,UMass,FBS Independents,401112264,4011122646,6,true,1,32,68,0,0,2,100,0,13,40,1,20,4,68,TD
UMass,FBS Independents,Rutgers,Big Ten,401112264,4011122647,7,false,2,80,80,13,31,2,51,51,11,7,2,24,6,29,PUNT
Rutgers,Big Ten,UMass,FBS Independents,401112264,4011122648,8,true,2,15,85,11,7,2,100,0,9,3,2,4,5,85,TD
UMass,FBS Independents,Rutgers,Big Ten,401112264,4011122649,9,false,2,75,75,9,3,2,70,70,7,34,1,29,3,5,PUNT
Rutgers,Big Ten,UMass,FBS Independents,401112264,40111226410,10,true,2,32,68,7,34,2,91,9,4,4,3,30,8,59,FG
UMass,FBS Independents,Rutgers,Big Ten,401112264,40111226411,11,false,2,75,75,4,4,2,68,68,2,57,1,7,3,7,PUNT
Rutgers,Big Ten,UMass,FBS Independents,401112264,40111226412,12,true,2,50,50,2,57,2,100,0,1,54,1,3,3,50,TD
UMass,FBS Independents,Rutgers,Big Ten,401112264,40111226413,13,false,2,73,73,1,48,2,55,55,0,33,1,15,5,18,INT
Rutgers,Big Ten,UMass,FBS Independents,401112264,40111226414,14,true,2,41,59,0,33,2,100,0,0,11,,22,4,59,TD
UMass,FBS Independents,Rutgers,Big Ten,401112264,40111226415,15,false,2,67,67,0,7,2,65,65,0,0,,7,1,2,END OF HALF
Rutgers,Big Ten,UMass,FBS Independents,401112264,40111226416,16,true,3,27,73,14,59,3,95,5,11,15,3,44,8,68,FG
UMass,FBS Independents,Rutgers,Big Ten,401112264,40111226417,17,false,3,75,75,11,8,3,68,68,9,29,1,39,3,7,PUNT
Rutgers,Big Ten,UMass,FBS Independents,401112264,40111226418,18,false,3,39,61,9,29,3,50,50,8,2,1,27,2,11,INT
UMass,FBS Independents,Rutgers,Big Ten,401112264,40111226419,19,false,3,90,90,8,2,3,78,78,5,54,2,8,6,12,PUNT
Rutgers,Big Ten,UMass,FBS Independents,401112264,40111226420,20,false,3,47,53,5,54,4,85,15,14,54,6,,11,38,INT
UMass,FBS Independents,Rutgers,Big Ten,401112264,40111226421,21,false,4,80,80,14,54,4,69,69,12,40,2,14,6,11,DOWNS
Rutgers,Big Ten,UMass,FBS Independents,401112264,40111226422,22,true,4,69,31,12,40,4,100,0,10,18,2,22,6,31,TD
UMass,FBS Independents,Rutgers,Big Ten,401112264,40111226423,23,false,4,45,45,10,8,4,25,25,8,6,2,2,6,20,INT
Rutgers,Big Ten,UMass,FBS Independents,401112264,40111226424,24,false,4,20,80,8,6,4,26,74,6,2,2,4,3,6,PUNT
UMass,FBS Independents,Rutgers,Big Ten,401112264,40111226425,25,false,4,60,60,6,2,4,33,33,3,56,2,6,7,27,DOWNS
Rutgers,Big Ten,UMass,FBS Independents,401112264,40111226426,26,false,4,33,67,3,56,4,41,59,0,0,3,56,6,8,END OF GAME
Boston College,ACC,Rutgers,Big Ten,401112265,4011122651,1,true,1,79,79,15,0,1,0,0,13,12,1,48,7,79,TD
Rutgers,Big Ten,Boston College,ACC,401112265,4011122652,2,false,1,36,64,13,2,1,40,60,11,46,1,16,3,4,PUNT
Boston College,ACC,Rutgers,Big Ten,401112265,4011122653,3,false,1,76,76,11,46,1,51,51,8,3,3,43,9,25,PUNT
Rutgers,Big Ten,Boston College,ACC,401112265,4011122654,4,true,1,20,80,8,3,1,100,0,6,54,1,9,3,80,TD
Boston College,ACC,Rutgers,Big Ten,401112265,4011122655,5,false,1,83,83,6,50,1,78,78,5,50,1,,3,5,PUNT
Rutgers,Big Ten,Boston College,ACC,401112265,4011122656,6,true,1,40,60,5,50,2,95,5,14,52,5,58,12,55,FG
Boston College,ACC,Rutgers,Big Ten,401112265,4011122657,7,false,2,75,75,14,52,2,59,59,13,35,1,17,5,16,PUNT
Rutgers,Big Ten,Boston College,ACC,401112265,4011122658,8,false,2,9,91,13,35,2,12,88,11,2,2,33,5,3,FUMBLE
Boston College,ACC,Rutgers,Big Ten,401112265,4011122659,9,true,2,12,12,11,2,2,0,0,9,48,1,14,4,12,TD
Rutgers,Big Ten,Boston College,ACC,401112265,40111226510,10,false,2,25,75,9,48,2,52,48,8,16,1,32,4,27,PUNT
Boston College,ACC,Rutgers,Big Ten,401112265,40111226511,11,false,2,90,90,8,16,2,82,82,6,43,1,33,3,8,PUNT
Rutgers,Big Ten,Boston College,ACC,401112265,40111226512,12,false,2,37,63,6,43,2,41,59,4,33,2,10,3,4,PUNT
Boston College,ACC,Rutgers,Big Ten,401112265,40111226513,13,false,2,95,95,4,33,2,91,91,3,31,1,2,3,4,PUNT
Rutgers,Big Ten,Boston College,ACC,401112265,40111226514,14,true,2,52,48,3,31,2,90,10,0,44,2,47,8,38,FG
Boston College,ACC,Rutgers,Big Ten,401112265,40111226515,15,true,2,75,75,0,44,2,20,20,15,0,,44,8,55,FG
Rutgers,Big Ten,Boston College,ACC,401112265,40111226516,16,false,3,40,60,14,56,3,42,58,12,22,2,34,3,2,PUNT
Boston College,ACC,Rutgers,Big Ten,401112265,40111226517,17,true,3,82,82,12,22,3,0,0,7,56,4,26,13,82,TD
Rutgers,Big Ten,Boston College,ACC,401112265,40111226518,18,false,3,25,75,7,56,3,60,40,3,34,4,22,7,35,PUNT
Boston College,ACC,Rutgers,Big Ten,401112265,40111226519,19,false,3,92,92,3,34,3,51,51,1,4,2,30,6,41,PUNT
